sample_type,sample_id,delay_days,decision,warning_flag,support_probability,recheck_advice
小号铁夹,12,14,支持曾遭雷击,否,0.997425,recheck_with_site_evidence
小号铁夹,12,15,支持曾遭雷击,否,0.997785,recheck_with_site_evidence
小号铁夹,12,22,支持曾遭雷击,否,0.989363,recheck_with_site_evidence
小号铁夹,12,30,支持曾遭雷击,否,0.992746,recheck_with_site_evidence
小号铁夹,12,37,支持曾遭雷击,否,0.99219,recheck_with_site_evidence
小号铁夹,12,44,灰区/证据不足,是,0.994865,delay_too_long_add_other_evidence
小号铁夹,12,51,灰区/证据不足,是,0.998834,delay_too_long_add_other_evidence
小号铁夹,12,58,灰区/证据不足,是,0.989249,delay_too_long_add_other_evidence
小号铁夹,12,90,灰区/证据不足,是,0.994899,delay_too_long_add_other_evidence
小号铁夹,13,1,支持曾遭雷击,否,0.987069,recheck_with_site_evidence
小号铁夹,13,2,支持曾遭雷击,否,0.981491,recheck_with_site_evidence
小号铁夹,13,3,灰区/证据不足,否,0.974418,recheck_with_site_evidence
小号铁夹,13,4,支持曾遭雷击,否,0.977264,recheck_with_site_evidence
小号铁夹,13,5,支持曾遭雷击,否,0.980428,recheck_with_site_evidence
小号铁夹,13,6,支持曾遭雷击,否,0.980462,recheck_with_site_evidence
小号铁夹,13,7,支持曾遭雷击,否,0.981957,recheck_with_site_evidence
小号铁夹,13,8,支持曾遭雷击,否,0.981011,recheck_with_site_evidence
小号铁夹,13,9,支持曾遭雷击,否,0.983197,recheck_with_site_evidence
小号铁夹,13,10,支持曾遭雷击,否,0.987432,recheck_with_site_evidence
小号铁夹,13,11,支持曾遭雷击,否,0.991712,recheck_with_site_evidence
小号铁夹,13,12,支持曾遭雷击,否,0.994318,recheck_with_site_evidence
小号铁夹,13,13,支持曾遭雷击,否,0.991162,recheck_with_site_evidence
小号铁夹,13,14,支持曾遭雷击,否,0.991107,recheck_with_site_evidence
小号铁夹,13,15,支持曾遭雷击,否,0.992151,recheck_with_site_evidence
小号铁夹,13,22,灰区/证据不足,否,0.972142,recheck_with_site_evidence
小号铁夹,13,30,支持曾遭雷击,否,0.97945,recheck_with_site_evidence
小号铁夹,13,37,支持曾遭雷击,否,0.978126,recheck_with_site_evidence
小号铁夹,13,44,灰区/证据不足,是,0.984555,delay_too_long_add_other_evidence
小号铁夹,13,51,灰区/证据不足,是,0.995212,delay_too_long_add_other_evidence
小号铁夹,13,58,灰区/证据不足,是,0.972395,delay_too_long_add_other_evidence
小号铁夹,13,90,灰区/证据不足,是,0.974685,delay_too_long_add_other_evidence
小号铁夹,14,1,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,2,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,3,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,4,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,5,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,6,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,7,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,8,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,9,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,10,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,11,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,12,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,13,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,14,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,15,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,22,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,30,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,37,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,14,44,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,14,51,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,14,58,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,14,90,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,15,1,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,2,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,3,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,4,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,5,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,6,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,7,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,8,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,9,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,10,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,11,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,12,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,13,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,14,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,15,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,22,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,30,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,37,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,15,44,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,15,51,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,15,58,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,15,90,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,16,1,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,2,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,3,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,16,4,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,5,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,6,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,7,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,8,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,9,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,10,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,11,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,12,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,13,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,14,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,15,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,16,22,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,16,30,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,37,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,16,44,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,16,51,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,16,58,灰区/证据不足,是,0.999998,delay_too_long_add_other_evidence
小号铁夹,16,90,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,17,1,支持曾遭雷击,否,0.999227,recheck_with_site_evidence
小号铁夹,17,2,支持曾遭雷击,否,0.998639,recheck_with_site_evidence
小号铁夹,17,3,支持曾遭雷击,否,0.997726,recheck_with_site_evidence
小号铁夹,17,4,支持曾遭雷击,否,0.998114,recheck_with_site_evidence
小号铁夹,17,5,支持曾遭雷击,否,0.998512,recheck_with_site_evidence
小号铁夹,17,6,支持曾遭雷击,否,0.998516,recheck_with_site_evidence
小号铁夹,17,7,支持曾遭雷击,否,0.998692,recheck_with_site_evidence
小号铁夹,17,8,支持曾遭雷击,否,0.998582,recheck_with_site_evidence
小号铁夹,17,9,支持曾遭雷击,否,0.998832,recheck_with_site_evidence
小号铁夹,17,10,支持曾遭雷击,否,0.999261,recheck_with_site_evidence
小号铁夹,17,11,支持曾遭雷击,否,0.999615,recheck_with_site_evidence
小号铁夹,17,12,支持曾遭雷击,否,0.999786,recheck_with_site_evidence
小号铁夹,17,13,支持曾遭雷击,否,0.999574,recheck_with_site_evidence
小号铁夹,17,14,支持曾遭雷击,否,0.99957,recheck_with_site_evidence
小号铁夹,17,15,支持曾遭雷击,否,0.999645,recheck_with_site_evidence
小号铁夹,17,22,支持曾遭雷击,否,0.997394,recheck_with_site_evidence
小号铁夹,17,30,支持曾遭雷击,否,0.998391,recheck_with_site_evidence
小号铁夹,17,37,支持曾遭雷击,否,0.998225,recheck_with_site_evidence
小号铁夹,17,44,灰区/证据不足,是,0.998963,delay_too_long_add_other_evidence
小号铁夹,17,51,灰区/证据不足,是,0.999837,delay_too_long_add_other_evidence
小号铁夹,17,58,灰区/证据不足,是,0.997324,delay_too_long_add_other_evidence
小号铁夹,17,90,灰区/证据不足,是,0.999248,delay_too_long_add_other_evidence
小号铁夹,18,1,支持曾遭雷击,否,0.990795,recheck_with_site_evidence
小号铁夹,18,2,支持曾遭雷击,否,0.986477,recheck_with_site_evidence
小号铁夹,18,3,支持曾遭雷击,否,0.980863,recheck_with_site_evidence
小号铁夹,18,4,支持曾遭雷击,否,0.98314,recheck_with_site_evidence
小号铁夹,18,5,支持曾遭雷击,否,0.98564,recheck_with_site_evidence
小号铁夹,18,6,支持曾遭雷击,否,0.985665,recheck_with_site_evidence
小号铁夹,18,7,支持曾遭雷击,否,0.986834,recheck_with_site_evidence
小号铁夹,18,8,支持曾遭雷击,否,0.986095,recheck_with_site_evidence
小号铁夹,18,9,支持曾遭雷击,否,0.987811,recheck_with_site_evidence
小号铁夹,18,10,支持曾遭雷击,否,0.991073,recheck_with_site_evidence
小号铁夹,18,11,支持曾遭雷击,否,0.994279,recheck_with_site_evidence
小号铁夹,18,12,支持曾遭雷击,否,0.99618,recheck_with_site_evidence
小号铁夹,18,13,支持曾遭雷击,否,0.993878,recheck_with_site_evidence
小号铁夹,18,14,支持曾遭雷击,否,0.993834,recheck_with_site_evidence
小号铁夹,18,15,支持曾遭雷击,否,0.994601,recheck_with_site_evidence
小号铁夹,18,22,支持曾遭雷击,否,0.979045,recheck_with_site_evidence
小号铁夹,18,30,支持曾遭雷击,否,0.984917,recheck_with_site_evidence
小号铁夹,18,37,支持曾遭雷击,否,0.983933,recheck_with_site_evidence
小号铁夹,18,44,灰区/证据不足,是,0.988797,delay_too_long_add_other_evidence
小号铁夹,18,51,灰区/证据不足,是,0.996871,delay_too_long_add_other_evidence
小号铁夹,18,58,灰区/证据不足,是,0.97865,delay_too_long_add_other_evidence
小号铁夹,18,90,灰区/证据不足,是,0.974685,delay_too_long_add_other_evidence
小号铁夹,19,1,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,19,2,支持曾遭雷击,否,0.999994,recheck_with_site_evidence
小号铁夹,19,3,支持曾遭雷击,否,0.999987,recheck_with_site_evidence
小号铁夹,19,4,支持曾遭雷击,否,0.99999,recheck_with_site_evidence
小号铁夹,19,5,支持曾遭雷击,否,0.999994,recheck_with_site_evidence
小号铁夹,19,6,支持曾遭雷击,否,0.999994,recheck_with_site_evidence
小号铁夹,19,7,支持曾遭雷击,否,0.999995,recheck_with_site_evidence
小号铁夹,19,8,支持曾遭雷击,否,0.999994,recheck_with_site_evidence
小号铁夹,19,9,支持曾遭雷击,否,0.999996,recheck_with_site_evidence
小号铁夹,19,10,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
小号铁夹,19,11,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,19,12,支持曾遭雷击,否,1.0,recheck_with_site_evidence
小号铁夹,19,13,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,19,14,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,19,15,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
小号铁夹,19,22,支持曾遭雷击,否,0.999983,recheck_with_site_evidence
小号铁夹,19,30,支持曾遭雷击,否,0.999993,recheck_with_site_evidence
小号铁夹,19,37,支持曾遭雷击,否,0.999991,recheck_with_site_evidence
小号铁夹,19,44,灰区/证据不足,是,0.999997,delay_too_long_add_other_evidence
小号铁夹,19,51,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
小号铁夹,19,58,灰区/证据不足,是,0.999984,delay_too_long_add_other_evidence
小号铁夹,19,90,灰区/证据不足,是,0.999993,delay_too_long_add_other_evidence
小号铁夹,20,1,支持曾遭雷击,否,0.999886,recheck_with_site_evidence
小号铁夹,20,2,支持曾遭雷击,否,0.999771,recheck_with_site_evidence
小号铁夹,20,3,支持曾遭雷击,否,0.999567,recheck_with_site_evidence
小号铁夹,20,4,支持曾遭雷击,否,0.999657,recheck_with_site_evidence
小号铁夹,20,5,支持曾遭雷击,否,0.999744,recheck_with_site_evidence
小号铁夹,20,6,支持曾遭雷击,否,0.999745,recheck_with_site_evidence
小号铁夹,20,7,支持曾遭雷击,否,0.999782,recheck_with_site_evidence
小号铁夹,20,8,支持曾遭雷击,否,0.999759,recheck_with_site_evidence
小号铁夹,20,9,支持曾遭雷击,否,0.99981,recheck_with_site_evidence
小号铁夹,20,10,支持曾遭雷击,否,0.999892,recheck_with_site_evidence
小号铁夹,20,11,支持曾遭雷击,否,0.999952,recheck_with_site_evidence
小号铁夹,20,12,支持曾遭雷击,否,0.999976,recheck_with_site_evidence
小号铁夹,20,13,支持曾遭雷击,否,0.999945,recheck_with_site_evidence
小号铁夹,20,14,支持曾遭雷击,否,0.999945,recheck_with_site_evidence
小号铁夹,20,15,支持曾遭雷击,否,0.999956,recheck_with_site_evidence
小号铁夹,20,22,支持曾遭雷击,否,0.999486,recheck_with_site_evidence
小号铁夹,20,30,支持曾遭雷击,否,0.999718,recheck_with_site_evidence
小号铁夹,20,37,支持曾遭雷击,否,0.999685,recheck_with_site_evidence
小号铁夹,20,44,灰区/证据不足,是,0.999836,delay_too_long_add_other_evidence
小号铁夹,20,51,灰区/证据不足,是,0.999983,delay_too_long_add_other_evidence
小号铁夹,20,58,灰区/证据不足,是,0.999502,delay_too_long_add_other_evidence
小号铁夹,20,90,灰区/证据不足,是,0.999918,delay_too_long_add_other_evidence
普通钢筋,1,1,灰区/证据不足,否,0.941525,recheck_with_site_evidence
普通钢筋,1,2,灰区/证据不足,否,0.929817,recheck_with_site_evidence
普通钢筋,1,3,灰区/证据不足,否,0.917113,recheck_with_site_evidence
普通钢筋,1,4,灰区/证据不足,否,0.92028,recheck_with_site_evidence
普通钢筋,1,5,灰区/证据不足,否,0.925151,recheck_with_site_evidence
普通钢筋,1,6,灰区/证据不足,否,0.922031,recheck_with_site_evidence
普通钢筋,1,7,灰区/证据不足,否,0.922787,recheck_with_site_evidence
普通钢筋,1,8,灰区/证据不足,否,0.916444,recheck_with_site_evidence
普通钢筋,1,9,灰区/证据不足,否,0.919839,recheck_with_site_evidence
普通钢筋,1,10,灰区/证据不足,否,0.930978,recheck_with_site_evidence
普通钢筋,1,11,灰区/证据不足,否,0.945004,recheck_with_site_evidence
普通钢筋,1,12,灰区/证据不足,否,0.954783,recheck_with_site_evidence
普通钢筋,1,13,灰区/证据不足,否,0.937231,recheck_with_site_evidence
普通钢筋,1,14,灰区/证据不足,否,0.934154,recheck_with_site_evidence
普通钢筋,1,15,灰区/证据不足,否,0.936374,recheck_with_site_evidence
普通钢筋,1,22,灰区/证据不足,否,0.87471,recheck_with_site_evidence
普通钢筋,1,30,灰区/证据不足,否,0.893198,recheck_with_site_evidence
普通钢筋,1,37,灰区/证据不足,否,0.871075,recheck_with_site_evidence
普通钢筋,1,44,灰区/证据不足,否,0.885725,recheck_with_site_evidence
普通钢筋,1,51,灰区/证据不足,是,0.936099,delay_too_long_add_other_evidence
普通钢筋,1,58,灰区/证据不足,是,0.891026,delay_too_long_add_other_evidence
普通钢筋,1,90,灰区/证据不足,是,0.963962,delay_too_long_add_other_evidence
普通钢筋,2,1,支持曾遭雷击,否,0.999963,recheck_with_site_evidence
普通钢筋,2,2,支持曾遭雷击,否,0.999934,recheck_with_site_evidence
普通钢筋,2,3,支持曾遭雷击,否,0.999887,recheck_with_site_evidence
普通钢筋,2,4,支持曾遭雷击,否,0.999901,recheck_with_site_evidence
普通钢筋,2,5,支持曾遭雷击,否,0.999919,recheck_with_site_evidence
普通钢筋,2,6,支持曾遭雷击,否,0.999908,recheck_with_site_evidence
普通钢筋,2,7,支持曾遭雷击,否,0.99991,recheck_with_site_evidence
普通钢筋,2,8,支持曾遭雷击,否,0.999884,recheck_with_site_evidence
普通钢筋,2,9,支持曾遭雷击,否,0.999899,recheck_with_site_evidence
普通钢筋,2,10,支持曾遭雷击,否,0.999938,recheck_with_site_evidence
普通钢筋,2,11,支持曾遭雷击,否,0.99997,recheck_with_site_evidence
普通钢筋,2,12,支持曾遭雷击,否,0.999984,recheck_with_site_evidence
普通钢筋,2,13,支持曾遭雷击,否,0.999954,recheck_with_site_evidence
普通钢筋,2,14,支持曾遭雷击,否,0.999946,recheck_with_site_evidence
普通钢筋,2,15,支持曾遭雷击,否,0.999952,recheck_with_site_evidence
普通钢筋,2,22,支持曾遭雷击,否,0.999557,recheck_with_site_evidence
普通钢筋,2,30,支持曾遭雷击,否,0.99974,recheck_with_site_evidence
普通钢筋,2,37,支持曾遭雷击,否,0.999514,recheck_with_site_evidence
普通钢筋,2,44,支持曾遭雷击,否,0.999675,recheck_with_site_evidence
普通钢筋,2,51,灰区/证据不足,是,0.999951,delay_too_long_add_other_evidence
普通钢筋,2,58,灰区/证据不足,是,0.999718,delay_too_long_add_other_evidence
普通钢筋,2,90,灰区/证据不足,是,0.999993,delay_too_long_add_other_evidence
普通钢筋,3,1,灰区/证据不足,否,0.837708,recheck_with_site_evidence
普通钢筋,3,2,灰区/证据不足,否,0.817186,recheck_with_site_evidence
普通钢筋,3,3,灰区/证据不足,否,0.79622,recheck_with_site_evidence
普通钢筋,3,4,灰区/证据不足,否,0.801399,recheck_with_site_evidence
普通钢筋,3,5,灰区/证据不足,否,0.809362,recheck_with_site_evidence
普通钢筋,3,6,灰区/证据不足,否,0.804193,recheck_with_site_evidence
普通钢筋,3,7,灰区/证据不足,否,0.805474,recheck_with_site_evidence
普通钢筋,3,8,灰区/证据不足,否,0.795194,recheck_with_site_evidence
普通钢筋,3,9,灰区/证据不足,否,0.800645,recheck_with_site_evidence
普通钢筋,3,10,灰区/证据不足,否,0.819192,recheck_with_site_evidence
普通钢筋,3,11,灰区/证据不足,否,0.84412,recheck_with_site_evidence
普通钢筋,3,12,灰区/证据不足,否,0.86283,recheck_with_site_evidence
普通钢筋,3,13,灰区/证据不足,否,0.830018,recheck_with_site_evidence
普通钢筋,3,14,灰区/证据不足,否,0.824623,recheck_with_site_evidence
普通钢筋,3,15,灰区/证据不足,否,0.828438,recheck_with_site_evidence
普通钢筋,3,22,灰区/证据不足,否,0.733694,recheck_with_site_evidence
普通钢筋,3,30,灰区/证据不足,否,0.759824,recheck_with_site_evidence
普通钢筋,3,37,灰区/证据不足,否,0.728922,recheck_with_site_evidence
普通钢筋,3,44,灰区/证据不足,否,0.748936,recheck_with_site_evidence
普通钢筋,3,51,灰区/证据不足,是,0.827792,delay_too_long_add_other_evidence
普通钢筋,3,58,灰区/证据不足,是,0.755816,delay_too_long_add_other_evidence
普通钢筋,3,90,灰区/证据不足,是,0.886332,delay_too_long_add_other_evidence
普通钢筋,4,1,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,2,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,3,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,4,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,5,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,6,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,7,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,8,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,9,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,10,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,11,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,12,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,13,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,14,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,15,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,22,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,30,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,37,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,44,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,4,51,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
普通钢筋,4,58,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
普通钢筋,4,90,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
普通钢筋,5,1,支持曾遭雷击,否,0.993123,recheck_with_site_evidence
普通钢筋,5,2,支持曾遭雷击,否,0.990647,recheck_with_site_evidence
普通钢筋,5,3,支持曾遭雷击,否,0.987597,recheck_with_site_evidence
普通钢筋,5,4,支持曾遭雷击,否,0.9884,recheck_with_site_evidence
普通钢筋,5,5,支持曾遭雷击,否,0.989575,recheck_with_site_evidence
普通钢筋,5,6,支持曾遭雷击,否,0.988823,recheck_with_site_evidence
普通钢筋,5,7,支持曾遭雷击,否,0.989007,recheck_with_site_evidence
普通钢筋,5,8,支持曾遭雷击,否,0.987438,recheck_with_site_evidence
普通钢筋,5,9,支持曾遭雷击,否,0.988287,recheck_with_site_evidence
普通钢筋,5,10,支持曾遭雷击,否,0.990907,recheck_with_site_evidence
普通钢筋,5,11,支持曾遭雷击,否,0.9938,recheck_with_site_evidence
普通钢筋,5,12,支持曾遭雷击,否,0.995531,recheck_with_site_evidence
普通钢筋,5,13,支持曾遭雷击,否,0.992252,recheck_with_site_evidence
普通钢筋,5,14,支持曾遭雷击,否,0.991604,recheck_with_site_evidence
普通钢筋,5,15,支持曾遭雷击,否,0.992068,recheck_with_site_evidence
普通钢筋,5,22,灰区/证据不足,否,0.974921,recheck_with_site_evidence
普通钢筋,5,30,支持曾遭雷击,否,0.980892,recheck_with_site_evidence
普通钢筋,5,37,灰区/证据不足,否,0.973645,recheck_with_site_evidence
普通钢筋,5,44,支持曾遭雷击,否,0.978547,recheck_with_site_evidence
普通钢筋,5,51,灰区/证据不足,是,0.992061,delay_too_long_add_other_evidence
普通钢筋,5,58,灰区/证据不足,是,0.980078,delay_too_long_add_other_evidence
普通钢筋,5,90,灰区/证据不足,是,0.996966,delay_too_long_add_other_evidence
普通钢筋,6,1,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,6,2,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,3,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,4,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,5,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,6,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,7,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,8,支持曾遭雷击,否,0.999998,recheck_with_site_evidence
普通钢筋,6,9,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,10,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,11,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,6,12,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,6,13,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,6,14,支持曾遭雷击,否,0.999999,recheck_with_site_evidence
普通钢筋,6,15,支持曾遭雷击,否,1.0,recheck_with_site_evidence
普通钢筋,6,22,支持曾遭雷击,否,0.99999,recheck_with_site_evidence
普通钢筋,6,30,支持曾遭雷击,否,0.999995,recheck_with_site_evidence
普通钢筋,6,37,支持曾遭雷击,否,0.999988,recheck_with_site_evidence
普通钢筋,6,44,支持曾遭雷击,否,0.999993,recheck_with_site_evidence
普通钢筋,6,51,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
普通钢筋,6,58,灰区/证据不足,是,0.999995,delay_too_long_add_other_evidence
普通钢筋,6,90,灰区/证据不足,是,1.0,delay_too_long_add_other_evidence
普通钢筋,7,1,支持曾遭雷击,否,0.997489,recheck_with_site_evidence
普通钢筋,7,2,支持曾遭雷击,否,0.996385,recheck_with_site_evidence
普通钢筋,7,3,支持曾遭雷击,否,0.994953,recheck_with_site_evidence
普通钢筋,7,4,支持曾遭雷击,否,0.995337,recheck_with_site_evidence
普通钢筋,7,5,支持曾遭雷击,否,0.99589,recheck_with_site_evidence
普通钢筋,7,6,支持曾遭雷击,否,0.995538,recheck_with_site_evidence
普通钢筋,7,7,支持曾遭雷击,否,0.995625,recheck_with_site_evidence
普通钢筋,7,8,支持曾遭雷击,否,0.994874,recheck_with_site_evidence
普通钢筋,7,9,支持曾遭雷击,否,0.995284,recheck_with_site_evidence
普通钢筋,7,10,支持曾遭雷击,否,0.996505,recheck_with_site_evidence
普通钢筋,7,11,支持曾遭雷击,否,0.997778,recheck_with_site_evidence
普通钢筋,7,12,支持曾遭雷击,否,0.99849,recheck_with_site_evidence
普通钢筋,7,13,支持曾遭雷击,否,0.997106,recheck_with_site_evidence
普通钢筋,7,14,支持曾遭雷击,否,0.996819,recheck_with_site_evidence
普通钢筋,7,15,支持曾遭雷击,否,0.997028,recheck_with_site_evidence
普通钢筋,7,22,支持曾遭雷击,否,0.988352,recheck_with_site_evidence
普通钢筋,7,30,支持曾遭雷击,否,0.991562,recheck_with_site_evidence
普通钢筋,7,37,支持曾遭雷击,否,0.987644,recheck_with_site_evidence
普通钢筋,7,44,支持曾遭雷击,否,0.990333,recheck_with_site_evidence
普通钢筋,7,51,灰区/证据不足,是,0.997019,delay_too_long_add_other_evidence
普通钢筋,7,58,灰区/证据不足,是,0.991166,delay_too_long_add_other_evidence
普通钢筋,7,90,灰区/证据不足,是,0.999038,delay_too_long_add_other_evidence
普通钢筋,8,1,支持曾遭雷击,否,0.999981,recheck_with_site_evidence
普通钢筋,8,2,支持曾遭雷击,否,0.999965,recheck_with_site_evidence
普通钢筋,8,3,支持曾遭雷击,否,0.999938,recheck_with_site_evidence
普通钢筋,8,4,支持曾遭雷击,否,0.999946,recheck_with_site_evidence
普通钢筋,8,5,支持曾遭雷击,否,0.999956,recheck_with_site_evidence
普通钢筋,8,6,支持曾遭雷击,否,0.99995,recheck_with_site_evidence
普通钢筋,8,7,支持曾遭雷击,否,0.999951,recheck_with_site_evidence
普通钢筋,8,8,支持曾遭雷击,否,0.999936,recheck_with_site_evidence
普通钢筋,8,9,支持曾遭雷击,否,0.999945,recheck_with_site_evidence
普通钢筋,8,10,支持曾遭雷击,否,0.999967,recheck_with_site_evidence
